titulo,caracteristicas,precio_numerico,precio_por_m2,categoria_precio,metros_cuadrados,categoria_tamano,ambientes,dormitorios,banos,cocheras,barrio,ciudad,descripcion
Peredo 50,40 m² tot. 2 amb. 1 dorm. 1 baño,680000,17000.0,Medio,40.0,Pequeño,2,1,1.0,,Nueva Córdoba,Córdoba,"Alquiler Temporario Departamento 1 Dormitorio en Nueva Córdoba, Córdobamoderno, confortable, interno sin ruidos! Ubicado en una calle muy tranquila, en el corazón de Nueva Córdoba! ! Próximo al Sanatorio Allende! Y a Ciudad Universitaria. Características: *Capacidad hasta 2 personas*Wifi*tv en dormitorio y living*A/A frío-calor en living*Cocina totalmente equipada con vajilla completa*Baño con ducha*Ropa Blanca*LavarropasUbicación privilegiada: 300 mts Plaza España400 mts Parque de las Tejas400 mts del Paseo Buen Pastor700 mts Patio Olmos Shopping700 mts del microcentro700 mts de la Manzana Jesuítica1200 mts de la terminal de ómnibus20 minutos del Aeropuerto TaravellaZona de restaurantes, supermercados, gimnasios, lavanderías. Zona de ParkingsCondiciones: *10% comisión inmobiliaria*garantía por equipamiento*limpieza final"
LIMA 1682,44 m² tot. 2 amb. 1 dorm. 1 baño,650000,14772.727272727272,Medio,44.0,Pequeño,2,1,1.0,,General Paz,Córdoba,"Ubicado en piso 6, contrafrente. Excelente ubicación: a una cuadra de Av. 24 de Septiembre, con fácil acceso al centro y Nueva Córdoba. Características: Dormitorio amplio, con cama de dos plazas, placard, tv y buena ventilación. Living comedor con mesa, cuatro sillas, Smart tv, sillones y Wi-Fi de alta velocidad. Cocina integrada con muebles bajo mesada y alacena, equipada con heladera, microondas, anafe eléctrico y vajilla completa. Baño completo con lavarropas. Se entrega con sábanas, toallas, almohadas y frazadas. Departamento en excelente estado, con mobiliario nuevo. Condiciones: Estadía mínima: 1 mes | Máxima: 6 meses (renovable) Depósito en garantía: 1 mes de alquiler (reembolsable) Honorarios inmobiliarios: 10% del total del contrato. Los precios publicados son referenciales y pueden modificarse"
ACHAVAL RODRÍGUEZ 70,42 m² tot. 2 amb. 1 dorm. 1 baño,720000,17142.85714285714,Medio,42.0,Pequeño,2,1,1.0,,Nueva Córdoba,Córdoba,"Sikora Gestiones Inmobiliarias. alquila Departamento Temporal Mensual en Nueva Córdoba. ~~ 1 Dormitorio ~~ • Sobre Calle Achával Rodríguez N° 70 – Córdoba. • Piso 4° – Balcón y Vista al Contra Frente. • Contrato de Plazo Mínimo 1 Mes – Máximo 3 Meses – Opción a Renovación. → servicios Y expensas incluídos en el alquiler. (Luz – Gas – Agua – Internet – Tv – Expensas – Sábanas y Toallas) Disfruta de este hermoso y acogedor Departamento Amoblado Mensual, ubicado en el corazón de Nueva Córdoba. Ideal para estadías temporales, combina comodidad, estilo y una excelente ubicación. Cuenta con un balcón con vista al pulmón de manzana, que ofrece tranquilidad en plena ciudad. El edificio dispone de un quincho abierto con asador de uso común en el primer piso, perfecto para disfrutar al aire libre. Ubicado a metros del Sanatorio Allende y del Paseo del Buen Pastor, rodeado de bares, restaurantes, comercios y todo lo que necesitas para una estadía práctica y agradable. ¡Una opción ideal para vivir Córdoba desde su mejor zona! Características del Departamento: • 1 Dormitorio. • 1 Baño con Bañera. • Cocina Separada. • Amoblado Completo. • Balcón al Contra Frente. + Vajilla Completa. + Wifi – Fibra Óptica. + Aires Acondicionados. + Televisión. Características del Edificio: - Excelentísima Ubicación y Zona. - Cámaras de Seguridad. - Guardia y Vigilancia. - Ascensores y Escaleras. - Quincho con Asadores. • Conexión con Transportes Urbanos. • A metros del Buen Pastor. • A metros del Sanatorio Allende. • A pasos de la Universidad Siglo xxi. • A pasos de la Universidad Nacional de Córdoba. Para más Información o Programar una Visita, no dudes en Consultarnos️ + WhatsApp: Ver datos. + Estamos en San Luis N° 145 – Nueva Córdoba. + Horario de Atención: De Lunes a Viernes de 09: 30 hs a 17: 30 hs."
Pasaje España al 1400,55 m² tot. 3 amb. 2 dorm. 1 baño,550000,10000.0,Medio,55.0,Mediano,3,2,1.0,,Nueva Córdoba,Córdoba,Human negocios inmobiliarios ofreces departamentodos dormitoriosa metros de ciudad univertistariaa cuadras de plaza españaluminosohuman Negocios Inmobilarios ofrece esta propiedad
San Lorenzo 150,50 m² tot. 5 amb. 1 dorm. 2 baños,800000,16000.0,Alto,50.0,Mediano,5,1,2.0,,Nueva Córdoba,Córdoba,"Se ofrece en alquiler hermoso departamento de 1 dormitorio ubicado en calle San Lorenzo 150. El edificio se encuentra a metros del sanatorio allende, buen pastor, patio olmos, etc. Caracteristicas: - Living comedor amplio, con aire, tv, con salida al patio. - Cocina independiente, super equipada, con lavarropa, heladera, pava, etc. - 2 Baños completos. - Dormitorio amplio, con aire, tv, cortinas con blackout, y placard con interiores completo. - Patio en pb. -Radiadores con Caldera. -Seguridad por la noche. Esperamos su consulta!"
Colon 6200,40 m² tot. 2 amb. 1 dorm. 1 baño,470000,11750.0,Económico,40.0,Pequeño,2,1,1.0,,Alto Villasol,Córdoba,"José martinez propiedades ofrece un departamento en alquiler ubicado en barrio alto villasol, A mts de av colón Y circunvalación. En piso 6, complejo con seguridad 24hs, amplios espacios comunes, pileta, pileta climatizada con cargo, gimnasio, locales comerciales, cocheras de cortecia. - hall de ingreso. - living comedor. - balcón con asador (vista A las sierras) - cocina separada con mueblres alto Y bajo mesada. - 1 dormitorio con placard con interiores. - baño con antebaño. - calefacción individual. - pisos en porcelanato. - aire acondicionado"
Av. Colón 6200,5 amb. 2 dorm. 1 baño,550000,,Medio,,Sin datos,5,2,1.0,,Quebrada de las Rosas,Córdoba,"Alto Villasol es uno de los desarrollos más importantes de la Ciudad de Córdoba. Cuenta con 8 torres de 1, 2 y 3 dormitorios, y una torre vip con pisos y semipisos. Confort, seguridad y aire libre se conjugan en un solo lugar. El complejo se caracteriza por tener: - Ingresos selectivos con seguridad las 24hs. - Cocheras cubiertas y de cortesía. - Paseo comercial. - Gimnasio. - Bar. - Piscinas semi olímpica descubierta. - Piscina climatizada cubierta. - Cancha de tenis. - 2 canchas de squash. - Pista de skate. El dpto cuenta con: - 2 Dormitorios. - Living comedor. - Cocina separada. - 1 baños zonificado. - Balcón con asador. - Pisos de porcelanato. -Paredes con terminaciones en yeso y molduras. -Aberturas de Aluminio con doble vidrio (dvh) -Persianas en los dormitorios. -Preinstalación para aa. -Caldera Dual. Contrato por 2 años con ajuste cuatrimestral por ipc"
Independencia al 396 - 10º,45 m² tot. 2 amb. 1 dorm. 1 baño,420000,9333.333333333334,Económico,45.0,Pequeño,2,1,1.0,,Centro,Córdoba,"Departamento un dormitorio alquiler Centro, externo, iluminado, a una cuadra del Patio Olmos y la facultad de conliving comedor, cocina separada, amplio baño, piso de parque Municipalidad 14. 680 - rentas 9. 900 - aguas 17. 060 - Expensas 96. 471"
Pasaje Eugenio Garzon 448,70 m² tot. 4 amb. 2 dorm. 2 baños,600000,8571.42857142857,Medio,70.0,Mediano,4,2,2.0,,Nueva Córdoba,Córdoba,"Veta inmobiliaria alquila depto de dos dormitorios - pje garzon 448. El departamento se distribuye de la siguiente manera: -Ingreso directo a un amplio living comedor. -Baño de servicio. -Cocina separada con ventilación propia. -Dos dormitorios amplios completos con placard. -Baño completo con bañera. -Los dormitorios y el baño completo se encuentran separados por una puerta del living. -Aire acondicionado. -Calefantor. Contrato por 2 años con ajustes trimestrales por ipc. -3 Garantias, pueden ser 3 recibos de sueldo superiores a $1. 200. 000 o dos recibos y una garantia propietaria. -Pueden ser de otras provincias las garantias. Solicitanos el video!"
Ambrosio Olmos,50 m² tot. 3 amb. 1 dorm. 1 baño,700000,14000.0,Medio,50.0,Mediano,3,1,1.0,,Nueva Córdoba,Córdoba,"Grupo betania alquila - departamento en edificio betania plaza. Ambrosio Olmos 1090, B° Nueva Córdoba. Frente a Ciudad Universitaria. Contrato por 2 años con actualización cuatrimestral por ipc. Características del departamento (Piso 17 - Gran vista): 1 dormitorio con placard con interiores y puertas de vidrio espejado. Cocina semi-integrada con bajo y sobre mesada, artefacto de cocina de primera marca. Living comedor con salida a pequeño balcón interno. 1 baño completo con vanitory, espejo y grifería de primera calidad. Amenities del edificio: Piscina exterior con solarium. Gimnasio totalmente equipado. Asadores en terraza. Dos salones de usos múltiples (sum) completamente equipados. Seguridad las 24 horas. Ingreso al edificio con reconocimiento facial. Portero con cámara y pantalla en el departamento. Opción de cochera (costo adicional) Gastos mensuales aproximados: Expensas: $144. 500. Aguas Cordobesas: $10. 000. Impuestos: $19. 000"
av. republica de china,147 m² tot. 3 amb. 2 dorm. 2 baños,1500000,10204.081632653062,Premium,147.0,Muy grande,3,2,2.0,,La Rosella Villa,Valle Escondido,"Alquiler – Departamento 2 Dormitorios en La Rosella, Valle Escondido - disponible A partir de junio. Ubicado en uno de los complejos más buscados de la zona noroeste, este departamento de 2 dormitorios en La Rosella ofrece confort, seguridad y entorno natural, todo en un mismo lugar. Dirección: La Rosella – Valle Escondido. Superficie: 135 m2. 2 dormitorios | 2 baños. Características principales: Living-comedor amplio y luminoso, con salida a balcón. Cocina integrada con muebles bajo mesada y alacenas completas. Dormitorio principal con baño en suite y placard con interiores. Segundo dormitorio con placard completo. Baño principal con ducha y ventilación natural. Balcón con asador propio. Calefacción por radiadores. Aberturas con dvh. Aire acondicionado en suite principal y living. Cortinas e iluminación completa. Amenities del complejo: Seguridad 24 hs. Piscina con solarium. sum (salón de usos múltiples) Espacios verdes parquizados. Ideal para quienes buscan calidad de vida, tranquilidad y excelente conectividad con el centro y zonas comerciales. Consúltanos para coordinar una visita!"
Guemes al 100,3 amb. 1 dorm. 1 baño,520000,,Medio,,Sin datos,3,1,1.0,,General Paz,Córdoba,"Güemes 145 – 2° Piso Externo, a solo media cuadra de Av. 24 de Septiembre, en una de las zonas más buscadas de la ciudad. Moderno y funcional, este departamento ofrece comodidad, ubicación y excelentes amenities: ? Características del Departamento: 2º piso externo con balcónCocina separadaDormitorio con vestidor y aire acondicionadoAmplio living comedor con aire acondicionadoEdificio con sum y pileta"
José Manuel Estrada al 100,40 m² tot. 3 amb. 1 dorm. 1 baño,520000,13000.0,Medio,40.0,Pequeño,3,1,1.0,,Nueva Córdoba,Córdoba,"Vicky Manzotti ofrece departamento ubicado en calle José Manuel Estrada 194, Barrio Nueva Córdoba. ¡Excelente ubicación! El departamento 12° piso &quot;C&quot; cuenta con: - Living comedor- Cocina semi integrada- Baño completo con bañera- 1 dormitorio- 2 balcones, en living y en dormitorio- LuminosoSolicita una visita guiada por un profesional cpi. No compartimos honorarios con Franquicias. Las imágenes son a modo ilustrativo. La presente publicación no es una oferta vinculante en los términos del Art 7 y 8 de Ley de Defensa al Consumidor Ley N 24. 240 y el Art del Código Civil. La información contenida está sujeta a modificación sin previo aviso y a criterio del propietario que determina las condiciones finales para dar en venta o alquiler el inmueble de su propiedad. Ud. Dispone de amplia libertad para adquirir información concreta, veraz, y objetiva que revista el carácter de una oferta."
Bv mitre 517,42 m² tot. 2 amb. 1 dorm. 1 baño,420000,10000.0,Económico,42.0,Pequeño,2,1,1.0,,Alberdi,Córdoba,"Las características del departamento son las siguientes: * Un amplio living comedor, proporcionando abundante luz natural con un ambiente agradable y un balcon. * Una cocina luminosa, que incluye espacio de almacenamiento bajo mesada, bacha de cocina y una cocina, ideal para preparar tus comidas con comodidad. * Un baño completo que ofrece todas las comodidades necesarias. * Un dormitorio bien iluminado, ventana que proporciona abundante luz natural y un placard para una adecuada organización y almacenamiento. Este departamento combina comodidad y funcionalidad, siendo una opción excelente para quienes buscan un hogar acogedor y práctico. Los interesados deberán contactarse por los medios publicados para informarse sobre las condiciones de la oferta y poder avanzar con las gestiones tendientes a la concreción de la operación inmobiliaria. - aviso: Propiedad en alquiler con intermediación de estrada administraciones sas, cpi 5749 de Casas Díaz Nicolás Gustavo. La información contenida en esta publicación es meramente referencial, los datos publicados no constituyen oferta alguna estando sujetos a disponibilidad y a la confirmación de el/los propietario/s por lo que sus términos no son vinculantes y pueden variar sin previo aviso. Los datos y valores contenidos en la publicación no incluyen los gastos que represente la operación inmobiliaria como por ejemplo gastos de comisión inmobiliaria certificaciones de firmas en escribanía, timbrado de contrato o cualquier otro gasto que se derive de la operación y deba ser afrontado por la parte locataria."
